MPI_Init,MPI_Finalize,MPI_Comm_get_name,MPI_Comm_rank,MPI_Initialized,MPI_Get_version,MPI_Get_address,MPI_Wtime,MPI_Comm_dup,MPI_Dims_create,MPI_Comm_set_errhandler,MPI_Type_free,MPI_Barrier,MPI_Attr_get,MPI_Comm_size,MPI_Errhandler_set,MPI_Type_commit,MPI_Sendrecv,MPI_Allreduce,MPI_Comm_group,MPI_Group_rank,MPI_Scan,MPI_Send,MPI_Recv,MPI_Bcast,MPI_Comm_get_parent,MPI_Comm_spawn,MPI_Reduce,MPI_Comm_split,MPI_SEC_Bcast,MPI_Get_processor_name,MPI_Win_create,MPI_Win_free,MPI_Abort,MPI_Alltoallv,MPI_Cart_create,MPI_Alltoall,MPI_Comm_disconnect,MPI_Wait,MPI_Scatter,MPI_Comm_idup,MPI_Test,MPI_Gather,MPI_Allgather,MPI_File_open,MPI_File_write_at,MPI_File_close,MPI_File_iwrite_all,MPI_File_c2f,MPI_Rsend,MPI_Type_vector,MPI_Issend,MPI_Irecv,MPI_Waitall,MPI_Isend,MPI_Comm_connect,MPI_Type_contiguous,MPI_Type_get_extent,MPI_P2P_reduce,MPI_Scatterv,MPI_Gatherv,MPI_Type_get_extent_x,MPI_Wtick,MPI_SEC_Allgather,MPI_Ibarrier,MPI_Win_allocate,MPI_Get_library_version,MPI_SEC_Alltoall,MPI_Info_free,MPI_Bsend,MPI_Sendrecv_replace,MPI_Info_create,MPI_Info_set,MPI_Info_get,MPI_Alltoallw,MPI_Type_indexed,MPI_Ssend,MPI_Graph_create,MPI_Graphdims_get,MPI_Type_create_struct,MPI_Direct_sort,MPI_Comm_spawn_multiple,MPI_Pack,MPI_Unpack,MPI_Cart_shift,MPI_File_read_all,MPI_Get_count,MPI_File_write,MPI_Comm_free,MPI_Error_string,MPI_Op_create,MPI_Op_free,MPI_Type_hvector,MPI_Type_size,MPI_Type_ub,MPI_Alloc_mem,MPI_Free_mem,MPI_Cart_get,MPI_Waitany,MPI_Comm_get_attr,MPI_Intercomm_merge,MPI_Type_create_hindexed_block,MPI_Type_get_envelope,MPI_Type_get_contents,MPI_Comm_split_type,MPI_Testsome,MPI_Probe,MPI_File_call_errhandler,MPI_File_set_errhandler,MPI_Type_create_hvector,MPI_File_set_view,MPI_Win_unlock,MPI_Win_lock,MPI_Buffer_attach,MPI_Buffer_detach,MPI_Iprobe,MPI_Win_fence,MPI_Put,MPI_Reduce_scatter_block,MPI_Type_create_f90_real,MPI_Type_create_f90_complex,MPI_Type_create_f90_integer,MPI_Win_unlock_all,MPI_Comm_create_keyval,MPI_Comm_set_attr,MPI_Comm_free_keyval,MPI_Errhandler_free,MPI_Cancel,MPI_Request_get_status,MPI_Group_excl,MPI_Group_free,MPI_Intercomm_create,MPI_Get,MPI_Group_incl,MPI_Comm_create,MPI_Win_lock_all,MPI_Win_sync,MPI_Group_range_incl,MPI_Comm_create_group,MPI_SEC_Send,MPI_SEC_Recv,MPI_Win_shared_query,MPI_Rsend_init,MPI_Allgatherv,MPI_Mprobe,MPI_Mrecv,MPI_Open_port,MPI_Get_elements,MPI_Type_struct,MPI_Ibsend,MPI_Error_class,MPI_Win_allocate_shared,MPI_Cart_coords,MPI_Cart_rank,MPI_Cart_sub,MPI_Testany,MPI_Iallgatherv,MPI_Accumulate,MPI_Win_flush,MPI_Win_flush_local,MPI_File_sync,MPI_File_seek,MPI_Win_create_dynamic,MPI_Win_attach,MPI_Win_detach,MPI_Type_extent,MPI_Type_create_resized,MPI_T_init_thread,MPI_T_pvar_get_num,MPI_T_pvar_get_info,MPI_Type_create_darray,MPI_Testall,MPI_Rget,MPI_Rput,MPI_Win_set_info,MPI_Win_get_info,MPI_Waitsome,MPI_Request_free,MPI_Send_init,MPI_Recv_init,MPI_Comm_dup_with_info,MPI_Printf,MPI_File_iwrite_at_all,MPI_Compare_and_swap,MPI_File_delete,MPI_Win_set_errhandler
608.0,604.0,1.0,605.0,1.0,3.0,2.0,175.0,1.0,2.0,12.0,19.0,151.0,1.0,502.0,2.0,26.0,6.0,5.0,7.0,4.0,6.0,232.0,240.0,54.0,18.0,5.0,50.0,15.0,3.0,38.0,19.0,31.0,59.0,1.0,2.0,2.0,24.0,44.0,41.0,2.0,4.0,30.0,2.0,7.0,2.0,9.0,1.0,1.0,3.0,3.0,3.0,35.0,14.0,42.0,1.0,11.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,1.0,10.0,1.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,4.0,18.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,32.0,8.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,24.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,58.0,10.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637.0,631.0,1.0,637.0,1.0,3.0,22.0,187.0,1.0,3.0,12.0,25.0,162.0,1.0,530.0,2.0,33.0,6.0,6.0,8.0,4.0,6.0,263.0,259.0,63.0,18.0,6.0,51.0,16.0,3.0,40.0,19.0,38.0,65.0,1.0,3.0,2.0,26.0,44.0,42.0,2.0,4.0,34.0,2.0,7.0,2.0,9.0,1.0,1.0,3.0,3.0,3.0,38.0,14.0,42.0,2.0,11.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,1.0,14.0,1.0,4.0,9.0,3.0,2.0,8.0,7.0,1.0,2.0,4.0,18.0,1.0,1.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,34.0,8.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,24.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,59.0,10.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,7.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658.0,647.0,1.0,659.0,1.0,3.0,22.0,196.0,2.0,3.0,13.0,28.0,183.0,1.0,553.0,2.0,36.0,6.0,8.0,9.0,4.0,6.0,281.0,278.0,69.0,18.0,6.0,53.0,17.0,3.0,42.0,21.0,43.0,70.0,1.0,3.0,2.0,26.0,44.0,44.0,2.0,4.0,35.0,2.0,7.0,2.0,9.0,1.0,1.0,4.0,5.0,3.0,40.0,14.0,44.0,2.0,11.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,1.0,16.0,1.0,4.0,11.0,3.0,2.0,10.0,8.0,1.0,2.0,4.0,18.0,1.0,1.0,10.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,1.0,38.0,8.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,4.0,24.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,5.0,8.0,3.0,3.0,1.0,68.0,13.0,1.0,3.0,2.0,1.0,4.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,10.0,4.0,7.0,3.0,1.0,5.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675.0,662.0,1.0,681.0,1.0,3.0,24.0,207.0,2.0,3.0,13.0,32.0,189.0,1.0,578.0,2.0,41.0,6.0,8.0,9.0,4.0,6.0,299.0,291.0,74.0,18.0,6.0,54.0,19.0,3.0,44.0,23.0,46.0,71.0,1.0,4.0,2.0,26.0,44.0,44.0,2.0,4.0,36.0,2.0,7.0,2.0,9.0,1.0,1.0,4.0,6.0,3.0,43.0,14.0,44.0,2.0,13.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,17.0,1.0,4.0,11.0,3.0,2.0,11.0,9.0,1.0,2.0,6.0,18.0,1.0,1.0,11.0,1.0,1.0,6.0,1.0,1.0,1.0,10.0,1.0,42.0,8.0,2.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,24.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,69.0,14.0,1.0,3.0,2.0,1.0,6.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,10.0,12.0,7.0,3.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
687.0,668.0,1.0,693.0,1.0,3.0,25.0,215.0,2.0,3.0,13.0,32.0,194.0,1.0,589.0,2.0,43.0,6.0,9.0,9.0,4.0,6.0,311.0,302.0,78.0,18.0,6.0,56.0,19.0,3.0,44.0,24.0,48.0,73.0,1.0,4.0,2.0,26.0,44.0,45.0,2.0,4.0,39.0,3.0,7.0,2.0,9.0,1.0,1.0,4.0,6.0,3.0,44.0,14.0,44.0,2.0,14.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,17.0,1.0,4.0,11.0,3.0,2.0,11.0,9.0,1.0,2.0,6.0,18.0,1.0,1.0,11.0,1.0,1.0,6.0,1.0,1.0,1.0,11.0,2.0,42.0,8.0,2.0,3.0,1.0,4.0,1.0,5.0,2.0,1.0,4.0,4.0,24.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,71.0,14.0,1.0,3.0,2.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,10.0,12.0,7.0,3.0,1.0,7.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
697.0,672.0,1.0,707.0,1.0,3.0,25.0,215.0,2.0,3.0,13.0,32.0,201.0,1.0,599.0,2.0,45.0,6.0,10.0,12.0,4.0,6.0,319.0,311.0,78.0,18.0,6.0,56.0,19.0,3.0,46.0,24.0,48.0,78.0,1.0,6.0,2.0,26.0,47.0,48.0,4.0,4.0,40.0,3.0,8.0,2.0,9.0,1.0,1.0,4.0,6.0,3.0,45.0,15.0,47.0,2.0,14.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,17.0,1.0,4.0,11.0,3.0,6.0,11.0,9.0,1.0,2.0,6.0,18.0,1.0,1.0,11.0,1.0,1.0,7.0,1.0,3.0,2.0,11.0,2.0,43.0,8.0,2.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,4.0,4.0,24.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,71.0,14.0,1.0,3.0,2.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,10.0,12.0,7.0,3.0,3.0,7.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
704.0,679.0,1.0,715.0,1.0,3.0,25.0,216.0,2.0,3.0,15.0,33.0,202.0,1.0,607.0,2.0,49.0,6.0,10.0,12.0,4.0,6.0,323.0,315.0,79.0,18.0,6.0,57.0,19.0,3.0,48.0,24.0,49.0,78.0,1.0,6.0,2.0,26.0,48.0,48.0,4.0,4.0,41.0,3.0,8.0,2.0,9.0,1.0,1.0,4.0,7.0,3.0,47.0,16.0,47.0,2.0,14.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,18.0,1.0,4.0,11.0,3.0,6.0,12.0,10.0,1.0,2.0,8.0,18.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,44.0,8.0,2.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,73.0,14.0,1.0,3.0,2.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,10.0,12.0,9.0,3.0,3.0,8.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
711.0,684.0,1.0,721.0,1.0,3.0,25.0,217.0,2.0,3.0,15.0,33.0,207.0,1.0,613.0,2.0,49.0,6.0,10.0,12.0,4.0,6.0,328.0,321.0,79.0,18.0,6.0,58.0,19.0,3.0,49.0,24.0,50.0,79.0,1.0,6.0,2.0,26.0,48.0,48.0,4.0,4.0,41.0,3.0,8.0,2.0,9.0,1.0,1.0,4.0,7.0,5.0,47.0,16.0,47.0,2.0,14.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,19.0,1.0,4.0,13.0,3.0,6.0,14.0,13.0,6.0,2.0,8.0,18.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,44.0,8.0,2.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,73.0,14.0,1.0,3.0,2.0,1.0,9.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,10.0,12.0,9.0,3.0,3.0,8.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,
716.0,687.0,1.0,729.0,1.0,3.0,25.0,219.0,2.0,3.0,15.0,33.0,210.0,1.0,621.0,2.0,49.0,6.0,10.0,12.0,4.0,6.0,331.0,321.0,85.0,18.0,6.0,60.0,19.0,3.0,49.0,24.0,52.0,80.0,1.0,6.0,2.0,26.0,48.0,49.0,4.0,4.0,41.0,3.0,8.0,2.0,9.0,1.0,1.0,4.0,7.0,5.0,47.0,16.0,50.0,2.0,15.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,19.0,1.0,4.0,15.0,3.0,6.0,16.0,15.0,6.0,2.0,8.0,18.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,46.0,8.0,2.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,7.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,75.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,10.0,12.0,9.0,3.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,
721.0,687.0,1.0,734.0,1.0,3.0,25.0,220.0,2.0,3.0,15.0,33.0,211.0,1.0,626.0,2.0,49.0,6.0,10.0,12.0,4.0,6.0,331.0,326.0,85.0,18.0,6.0,60.0,19.0,3.0,49.0,24.0,54.0,80.0,1.0,6.0,2.0,26.0,48.0,49.0,4.0,4.0,41.0,3.0,8.0,2.0,9.0,1.0,1.0,4.0,7.0,5.0,47.0,16.0,56.0,2.0,15.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,19.0,1.0,4.0,18.0,3.0,6.0,20.0,20.0,6.0,2.0,8.0,18.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,48.0,8.0,2.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,75.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,10.0,12.0,9.0,3.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,
723.0,687.0,1.0,737.0,1.0,3.0,25.0,221.0,2.0,3.0,15.0,33.0,212.0,1.0,629.0,2.0,49.0,6.0,11.0,12.0,4.0,6.0,331.0,326.0,85.0,18.0,6.0,61.0,19.0,3.0,49.0,24.0,54.0,80.0,1.0,6.0,2.0,26.0,48.0,49.0,4.0,4.0,41.0,3.0,8.0,2.0,9.0,1.0,1.0,4.0,8.0,5.0,47.0,16.0,56.0,2.0,16.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,19.0,1.0,4.0,18.0,3.0,6.0,20.0,20.0,6.0,2.0,8.0,18.0,1.0,1.0,11.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,48.0,8.0,2.0,3.0,1.0,5.0,1.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,9.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,3.0,1.0,75.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,10.0,12.0,9.0,3.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,
724.0,687.0,1.0,737.0,1.0,3.0,25.0,223.0,2.0,3.0,15.0,37.0,212.0,1.0,629.0,2.0,54.0,6.0,11.0,12.0,4.0,6.0,331.0,326.0,90.0,18.0,6.0,61.0,19.0,3.0,49.0,24.0,54.0,80.0,1.0,6.0,2.0,26.0,48.0,50.0,4.0,4.0,41.0,3.0,9.0,2.0,9.0,1.0,1.0,4.0,9.0,5.0,47.0,16.0,56.0,2.0,16.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,19.0,1.0,4.0,18.0,3.0,6.0,20.0,20.0,6.0,2.0,8.0,18.0,1.0,1.0,13.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,48.0,10.0,2.0,3.0,1.0,6.0,2.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,9.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,8.0,4.0,3.0,1.0,75.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,10.0,12.0,9.0,3.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
726.0,687.0,1.0,739.0,1.0,3.0,25.0,223.0,2.0,3.0,15.0,37.0,212.0,1.0,630.0,2.0,54.0,6.0,11.0,13.0,4.0,6.0,331.0,326.0,90.0,18.0,6.0,61.0,19.0,3.0,49.0,24.0,54.0,80.0,1.0,6.0,2.0,26.0,48.0,50.0,4.0,4.0,41.0,3.0,9.0,2.0,9.0,1.0,1.0,4.0,9.0,5.0,47.0,16.0,56.0,2.0,16.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,19.0,1.0,4.0,18.0,3.0,6.0,20.0,20.0,6.0,2.0,8.0,18.0,1.0,1.0,14.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,48.0,10.0,2.0,3.0,1.0,6.0,2.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,9.0,1.0,4.0,2.0,1.0,1.0,2.0,5.0,8.0,4.0,3.0,1.0,75.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,11.0,12.0,9.0,5.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,
727.0,687.0,1.0,740.0,1.0,3.0,25.0,223.0,2.0,3.0,15.0,37.0,215.0,1.0,631.0,2.0,54.0,6.0,11.0,13.0,4.0,6.0,331.0,326.0,90.0,18.0,6.0,61.0,19.0,3.0,49.0,25.0,55.0,81.0,1.0,6.0,2.0,26.0,48.0,50.0,4.0,4.0,41.0,3.0,9.0,2.0,9.0,1.0,1.0,4.0,9.0,5.0,47.0,16.0,56.0,2.0,16.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,19.0,1.0,4.0,18.0,3.0,6.0,20.0,20.0,6.0,2.0,8.0,18.0,1.0,1.0,14.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,48.0,10.0,2.0,3.0,1.0,6.0,2.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,9.0,1.0,4.0,2.0,1.0,1.0,2.0,7.0,10.0,4.0,3.0,1.0,75.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,11.0,12.0,9.0,5.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,
728.0,687.0,1.0,742.0,1.0,3.0,25.0,223.0,2.0,3.0,15.0,37.0,215.0,1.0,631.0,2.0,54.0,6.0,11.0,13.0,4.0,6.0,331.0,326.0,90.0,18.0,6.0,61.0,19.0,3.0,49.0,25.0,57.0,81.0,1.0,6.0,2.0,26.0,48.0,50.0,4.0,4.0,41.0,3.0,9.0,2.0,9.0,1.0,1.0,4.0,9.0,5.0,47.0,16.0,56.0,2.0,16.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,22.0,1.0,4.0,18.0,3.0,6.0,21.0,21.0,6.0,2.0,8.0,18.0,1.0,1.0,14.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,2.0,48.0,10.0,2.0,3.0,1.0,6.0,2.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,10.0,1.0,4.0,2.0,1.0,1.0,2.0,7.0,10.0,4.0,3.0,1.0,75.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,11.0,12.0,9.0,5.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,
729.0,687.0,1.0,743.0,1.0,3.0,25.0,223.0,2.0,3.0,15.0,37.0,216.0,1.0,632.0,2.0,54.0,6.0,11.0,13.0,4.0,6.0,331.0,326.0,90.0,18.0,6.0,61.0,19.0,3.0,49.0,25.0,57.0,82.0,1.0,6.0,2.0,26.0,48.0,50.0,4.0,4.0,41.0,3.0,10.0,2.0,9.0,1.0,1.0,4.0,9.0,5.0,47.0,16.0,56.0,2.0,16.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,22.0,1.0,4.0,18.0,3.0,6.0,21.0,21.0,6.0,2.0,8.0,18.0,1.0,1.0,14.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,4.0,48.0,10.0,2.0,3.0,1.0,6.0,2.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,10.0,1.0,4.0,2.0,1.0,1.0,2.0,7.0,10.0,4.0,3.0,1.0,75.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,11.0,12.0,9.0,5.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,9.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,
730.0,688.0,1.0,745.0,1.0,3.0,25.0,223.0,2.0,3.0,15.0,37.0,218.0,1.0,633.0,2.0,54.0,6.0,11.0,13.0,4.0,6.0,331.0,326.0,90.0,18.0,6.0,61.0,19.0,3.0,49.0,26.0,57.0,82.0,1.0,6.0,2.0,26.0,48.0,50.0,4.0,4.0,41.0,3.0,10.0,2.0,9.0,1.0,1.0,4.0,9.0,5.0,47.0,16.0,56.0,2.0,16.0,3.0,1.0,5.0,5.0,1.0,2.0,5.0,1.0,22.0,1.0,4.0,18.0,3.0,6.0,21.0,21.0,6.0,2.0,8.0,18.0,1.0,1.0,14.0,1.0,1.0,11.0,1.0,3.0,2.0,11.0,4.0,48.0,11.0,2.0,3.0,1.0,6.0,2.0,5.0,2.0,1.0,5.0,4.0,24.0,1.0,1.0,1.0,10.0,1.0,4.0,2.0,1.0,1.0,2.0,7.0,10.0,4.0,3.0,1.0,77.0,15.0,1.0,3.0,2.0,1.0,10.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,11.0,12.0,10.0,5.0,3.0,9.0,4.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,9.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
